Date,Key,RetailAndRecreation,GroceryAndPharmacy,Parks,TransitStations,Workplaces,Residential
2020-02-27,TR,-2,4,7,3,11,-1
2020-02-27,TT,3,10,10,15,-6,3
2020-02-27,TW,-3,-1,-9,-4,9,-3
2020-02-27,TZ,2,3,0,6,0,1
2020-02-27,UG,0,0,-7,1,8,-1
2020-02-27,US,8,3,12,4,2,0
2020-02-27,US_AK,10,6,13,9,2,-1
2020-02-27,US_AL,12,6,14,9,2,-1
2020-02-27,US_AR,16,7,28,6,3,-2
2020-02-27,US_AZ,9,4,17,6,2,-1
2020-02-27,US_CA,5,3,14,3,2,-1
2020-02-27,US_CO,7,6,14,2,2,-1
2020-02-27,US_CT,3,1,4,3,3,0
2020-02-27,US_DC,5,-6,-5,6,0,0
2020-02-27,US_DE,6,3,-2,2,2,0
2020-02-27,US_FL,8,6,2,7,2,-1
2020-02-27,US_GA,10,5,6,6,2,-1
2020-02-27,US_HI,3,4,3,-1,0,0
2020-02-27,US_IA,5,3,13,0,2,0
2020-02-27,US_ID,10,8,47,10,3,-1
2020-02-27,US_IL,6,4,4,2,2,0
2020-02-27,US_IN,7,3,0,6,-1,1
2020-02-27,US_KS,8,0,19,4,2,-1
2020-02-27,US_KY,9,6,-2,2,-1,0
2020-02-27,US_LA,14,8,17,13,-3,0
2020-02-27,US_MA,4,0,-1,5,3,0
2020-02-27,US_MD,3,0,-4,-1,2,0
2020-02-27,US_ME,-10,-11,-16,-9,-5,5
2020-02-27,US_MI,1,-3,-7,7,-8,3
2020-02-27,US_MN,3,1,-5,4,2,0
2020-02-27,US_MO,8,4,10,5,4,-1
2020-02-27,US_MS,18,7,18,12,2,-2
2020-02-27,US_MT,12,3,8,8,1,-1
2020-02-27,US_NC,11,3,6,9,2,-1
2020-02-27,US_ND,8,-1,9,5,2,0
2020-02-27,US_NE,6,2,14,7,2,0
2020-02-27,US_NH,1,-7,-6,5,-11,3
2020-02-27,US_NJ,2,1,2,2,1,0
2020-02-27,US_NM,13,10,24,11,1,-1
2020-02-27,US_NV,8,5,12,5,1,-1
2020-02-27,US_NY,-1,-2,-4,0,0,1
2020-02-27,US_OH,2,0,-6,2,-3,2
2020-02-27,US_OK,15,9,25,10,3,-2
2020-02-27,US_OR,10,5,49,8,1,-1
2020-02-27,US_PA,3,-1,0,2,1,1
2020-02-27,US_RI,7,-3,5,3,2,0
2020-02-27,US_SC,13,5,9,13,2,-1
2020-02-27,US_SD,7,8,6,8,0,-1
2020-02-27,US_TN,11,5,13,8,2,-1
2020-02-27,US_TX,11,6,25,7,2,-2
2020-02-27,US_UT,10,12,37,8,2,-1
2020-02-27,US_VA,6,4,4,6,2,-1
2020-02-27,US_VT,-5,-7,-21,-6,-8,3
2020-02-27,US_WA,9,4,57,9,2,-1
2020-02-27,US_WI,5,1,5,4,2,0
2020-02-27,US_WV,5,-3,-8,3,-3,2
2020-02-27,US_WY,9,7,4,9,2,-1
2020-02-27,UY,-5,-6,-3,-1,4,1
2020-02-27,VE,1,3,3,2,6,1
2020-02-27,VN,-11,-9,-9,-13,7,2
2020-02-27,YE,5,1,4,10,9,1
2020-02-27,ZA,6,5,-6,6,5,-1
2020-02-27,ZM,2,-2,-2,-2,6,1
2020-02-27,ZW,5,7,-3,-11,6,1
2020-02-28,AE,1,5,-1,-1,1,1
2020-02-28,AF,-2,5,1,4,5,2
2020-02-28,AG,4,4,5,13,3,0
2020-02-28,AO,6,7,8,0,4,0
2020-02-28,AR,3,2,-8,8,13,-1
2020-02-28,AR_A,4,7,2,14,12,-1
2020-02-28,AR_C,0,1,-15,7,10,0
2020-02-28,AR_D,-3,3,-13,-39,22,-1
2020-02-28,AR_E,-1,0,-13,5,15,0
2020-02-28,AR_F,19,7,-23,7,25,0
2020-02-28,AR_G,7,4,7,7,12,-2
2020-02-28,AR_H,-1,-4,-5,-10,13,-1
2020-02-28,AR_J,8,1,2,0,12,-3
2020-02-28,AR_K,2,10,-1,42,24,-1
2020-02-28,AR_L,3,7,-2,3,13,-1
2020-02-28,AR_M,5,3,-1,9,29,-2
2020-02-28,AR_N,-2,-5,-11,-7,12,1
2020-02-28,AR_P,1,-1,-1,9,19,-1
2020-02-28,AR_Q,-1,0,-8,3,11,0
2020-02-28,AR_R,-8,-3,-21,-31,16,0
2020-02-28,AR_S,6,2,0,26,12,0
2020-02-28,AR_T,14,8,3,-21,15,-1
2020-02-28,AR_U,-1,5,-19,2,11,0
2020-02-28,AR_V,9,5,-8,14,13,-1
2020-02-28,AR_W,3,-2,-13,-5,19,-1
2020-02-28,AR_X,0,-1,-13,-4,17,-1
2020-02-28,AR_Y,6,6,6,17,13,-1
2020-02-28,AR_Z,10,10,8,-12,17,-1
2020-02-28,AT,-1,9,-1,-2,1,1
2020-02-28,AT_11,-3,13,-9,0,2,0
2020-02-28,AT_12,0,11,-9,-1,1,1
2020-02-28,AT_13,-3,9,0,-3,0,1
2020-02-28,AT_21,0,8,-9,3,1,1
2020-02-28,AT_22,-1,9,-6,-1,2,0
2020-02-28,AT_31,-3,6,-3,-2,1,1
2020-02-28,AT_32,11,6,-9,8,-1,1
2020-02-28,AT_33,0,7,20,-1,1,1
2020-02-28,AT_34,5,11,16,2,1,1
2020-02-28,AU,4,6,0,14,17,-3
2020-02-28,AU_ACT,10,9,45,24,26,-4
2020-02-28,AU_NSW,3,5,3,12,18,-4
2020-02-28,AU_NT,11,9,4,5,21,-2
2020-02-28,AU_QLD,0,2,-4,9,17,-2
2020-02-28,AU_SA,5,3,10,18,17,-3
2020-02-28,AU_TAS,0,0,-5,5,17,-1
2020-02-28,AU_VIC,9,4,-2,16,16,-3
2020-02-28,AU_WA,0,5,-15,6,14,-1
2020-02-28,AW,7,6,7,5,6,-3
2020-02-28,BA,-3,0,-4,1,12,0
2020-02-28,BB,7,5,26,6,1,-1
2020-02-28,BD,7,6,16,9,6,0
2020-02-28,BE,-1,3,3,-10,-23,5
2020-02-28,BF,1,-1,-1,2,4,-3
2020-02-28,BG,-3,5,-2,10,2,-1
2020-02-28,BH,-19,-5,-26,-14,1,5
2020-02-28,BJ,-1,6,0,1,-3,2
2020-02-28,BO,-10,-2,-1,-13,16,0
2020-02-28,BR,-5,3,-17,2,13,1
2020-02-28,BR_AC,-8,2,-18,-10,21,0
2020-02-28,BR_AL,-10,0,-30,-10,11,2
2020-02-28,BR_AM,-4,2,-12,7,16,0
2020-02-28,BR_AP,7,13,-1,-14,11,0
2020-02-28,BR_BA,-7,0,-21,-7,11,2
2020-02-28,BR_CE,-13,-3,-30,-6,10,2
2020-02-28,BR_DF,-2,7,-14,4,22,1
2020-02-28,BR_ES,-15,3,-42,-19,12,4
2020-02-28,BR_GO,-7,3,-16,-5,15,1
2020-02-28,BR_MA,-8,3,-16,-14,9,2
2020-02-28,BR_MG,-6,3,-16,2,14,2
2020-02-28,BR_MS,-2,5,1,7,21,-2
2020-02-28,BR_MT,-7,-1,-9,-2,13,1
2020-02-28,BR_PA,-8,1,-21,-6,11,2
2020-02-28,BR_PB,-7,4,-26,-6,15,1
2020-02-28,BR_PE,-7,1,-16,0,11,2
2020-02-28,BR_PI,-10,-2,-20,-14,12,3
2020-02-28,BR_PR,0,3,-11,10,22,-1
2020-02-28,BR_RJ,-6,3,-26,-5,-3,5
2020-02-28,BR_RN,-7,-3,-25,-3,16,2
2020-02-28,BR_RO,1,5,-11,-9,25,0
2020-02-28,BR_RR,-4,2,-14,-3,21,0
2020-02-28,BR_RS,2,4,-8,3,12,0
2020-02-28,BR_SC,-5,-2,-28,2,20,-1
2020-02-28,BR_SE,-9,2,-23,-18,11,1
2020-02-28,BR_SP,-4,4,-20,3,14,0
2020-02-28,BR_TO,-7,-2,-17,-9,22,0
2020-02-28,BS,6,8,8,5,0,0
2020-02-28,BW,13,10,-5,12,3,-3
2020-02-28,BY,0,6,8,6,6,-1
2020-02-28,BZ,8,3,8,9,2,-1
2020-02-28,CA,-1,1,-5,1,0,1
2020-02-28,CA_AB,8,11,13,6,4,-1
2020-02-28,CA_BC,5,4,18,2,3,-2
2020-02-28,CA_MB,6,5,4,1,3,0
2020-02-28,CA_NB,-3,-5,-17,8,-5,3
2020-02-28,CA_NL,-16,-13,-18,-12,19,8
2020-02-28,CA_NS,1,2,-18,6,5,1
2020-02-28,CA_NT,17,6,,,-1,
2020-02-28,CA_NU,5,,,,4,
2020-02-28,CA_ON,-5,-4,-10,-1,-1,2
2020-02-28,CA_PE,1,-10,,,-14,4
2020-02-28,CA_QC,-1,-1,-13,5,0,1
2020-02-28,CA_SK,8,8,10,4,3,-2
2020-02-28,CA_YT,17,11,,,-2,
2020-02-28,CH,-1,8,16,-1,-4,2
2020-02-28,CH_AG,0,10,16,2,0,1
2020-02-28,CH_AI,,,,,-6,
2020-02-28,CH_AR,8,15,,-2,1,
2020-02-28,CH_BE,1,11,15,1,0,1
2020-02-28,CH_BL,-7,11,,-13,-16,3
2020-02-28,CH_FR,-6,3,0,-13,-16,2
2020-02-28,CH_GE,1,10,23,4,1,0
2020-02-28,CH_GL,-1,18,,-3,2,
2020-02-28,CH_GR,6,10,19,2,-8,3
2020-02-28,CH_JU,3,2,,1,0,0
2020-02-28,CH_LU,-5,6,0,-8,-12,4
2020-02-28,CH_NE,-4,2,,-2,-18,2
2020-02-28,CH_NW,9,9,,1,-12,
2020-02-28,CH_OW,-1,9,,7,-10,
2020-02-28,CH_SG,2,12,12,2,1,1
2020-02-28,CH_SH,-5,16,,1,2,0
2020-02-28,CH_SO,-1,14,,-3,0,2
2020-02-28,CH_SZ,1,-7,,-4,-11,2
2020-02-28,CH_TG,2,15,9,5,-1,1
2020-02-28,CH_TI,-8,-1,15,-12,-18,5
2020-02-28,CH_UR,-6,-3,,-19,-8,
2020-02-28,CH_VD,4,6,26,1,1,0
2020-02-28,CH_VS,4,10,42,7,-11,2
2020-02-28,CH_ZG,2,17,,-1,-1,2
2020-02-28,CH_ZH,-3,11,21,-1,-2,1
2020-02-28,CI,-2,0,7,-1,2,0
2020-02-28,CL,6,9,-2,0,2,1
2020-02-28,CL_AI,3,11,7,9,3,0
2020-02-28,CL_AN,11,10,-10,0,8,0
2020-02-28,CL_AP,7,1,-15,-2,0,1
2020-02-28,CL_AR,5,3,-7,-1,5,1
2020-02-28,CL_AT,8,-3,-7,8,1,2
2020-02-28,CL_BI,4,5,-7,17,4,1
2020-02-28,CL_CO,6,9,-9,-2,7,1
2020-02-28,CL_LI,3,6,1,0,5,1
2020-02-28,CL_LL,9,8,-2,3,2,1
2020-02-28,CL_LR,15,13,7,6,3,2
2020-02-28,CL_MA,9,-4,6,2,-1,0
2020-02-28,CL_ML,3,5,-1,-1,7,1
2020-02-28,CL_NB,5,3,3,-4,-18,2
2020-02-28,CL_RM,4,12,1,-1,1,1
2020-02-28,CL_TA,4,3,-1,3,9,1
2020-02-28,CL_VS,4,5,-2,3,2,1
2020-02-28,CM,-2,1,5,3,0,1
2020-02-28,CO,3,7,-4,10,20,-3
2020-02-28,CO_05,3,6,-3,12,18,-2
2020-02-28,CO_08,8,11,4,12,20,-3
2020-02-28,CO_11,7,10,8,14,20,-3
2020-02-28,CO_13,-3,-2,-14,1,15,-2
2020-02-28,CO_15,-1,5,-18,-4,30,-3
2020-02-28,CO_17,-3,-4,-4,-7,16,-1
2020-02-28,CO_18,9,-5,-3,,17,-1
2020-02-28,CO_19,-4,8,-5,-9,25,-2
2020-02-28,CO_20,-5,7,-7,1,27,-2
2020-02-28,CO_23,1,1,2,3,25,-4
2020-02-28,CO_25,-7,2,-5,-5,20,-3
2020-02-28,CO_27,-19,-1,-5,-6,20,-2
2020-02-28,CO_41,0,9,-10,,17,-2
2020-02-28,CO_44,-3,6,-11,-5,27,-2
2020-02-28,CO_47,-7,-12,-24,-22,25,-2
2020-02-28,CO_50,-5,-2,2,-1,24,-3
2020-02-28,CO_52,-3,8,-5,-5,25,-3
2020-02-28,CO_54,3,8,2,4,25,-3
2020-02-28,CO_63,-10,-5,-17,3,21,-2
2020-02-28,CO_66,-5,-2,-5,12,18,-2
2020-02-28,CO_68,-2,-1,-6,-1,22,-2
2020-02-28,CO_70,-15,1,-21,-24,34,-2
2020-02-28,CO_73,-5,1,-11,-13,22,-3
2020-02-28,CO_76,2,3,-1,6,17,-2
2020-02-28,CO_81,-2,9,-2,-10,21,-1
2020-02-28,CO_85,-1,5,-9,15,22,-2
2020-02-28,CO_86,-5,-10,2,,31,-2
2020-02-28,CO_88,-9,-4,-5,0,6,
2020-02-28,CO_91,11,-2,-5,,19,
2020-02-28,CO_95,0,-16,2,,21,
2020-02-28,CO_99,,,-4,,,
2020-02-28,CR,2,6,-1,2,23,-3
2020-02-28,CV,-3,-3,-4,-14,0,1
2020-02-28,CZ,0,6,0,0,-1,0
2020-02-28,CZ_10,-1,4,-5,-1,-6,0
2020-02-28,CZ_20,1,6,1,-1,-1,1
2020-02-28,CZ_31,2,5,-2,-1,-1,1
2020-02-28,CZ_32,1,9,1,0,2,1
2020-02-28,CZ_41,-5,3,10,-14,-17,2
2020-02-28,CZ_42,-1,2,1,-3,-4,1
2020-02-28,CZ_51,3,7,12,-7,2,1
2020-02-28,CZ_52,3,7,0,3,2,0
2020-02-28,CZ_53,1,7,-2,6,3,0
2020-02-28,CZ_63,1,6,-8,10,2,1
2020-02-28,CZ_64,4,10,8,7,4,-1
2020-02-28,CZ_71,1,6,3,2,-2,1
2020-02-28,CZ_72,0,5,-12,2,2,1
2020-02-28,CZ_80,-1,4,-7,1,-1,1
2020-02-28,DE,3,11,9,-2,-5,2
2020-02-28,DE_BB,4,10,5,0,0,1
2020-02-28,DE_BE,4,11,9,-1,0,1
2020-02-28,DE_BW,0,10,8,-11,-17,3
2020-02-28,DE_BY,-4,5,-5,-11,-16,3
2020-02-28,DE_HB,9,11,25,9,-1,0
2020-02-28,DE_HE,2,14,15,1,0,1
2020-02-28,DE_HH,6,14,16,3,-1,0
2020-02-28,DE_MV,4,8,31,4,1,0
2020-02-28,DE_NI,6,11,26,4,0,1
2020-02-28,DE_NW,1,14,7,-2,-1,2
2020-02-28,DE_RP,1,14,12,0,-2,2
2020-02-28,DE_SH,6,15,40,3,-1,0
2020-02-28,DE_SL,4,13,13,-3,-2,1
2020-02-28,DE_SN,1,7,-3,1,0,1
2020-02-28,DE_ST,6,7,5,2,-1,1
2020-02-28,DE_TH,1,8,5,3,-2,1
2020-02-28,DK,17,1,23,6,2,-1
2020-02-28,DO,0,4,0,2,-3,1
2020-02-28,EC,-2,0,-5,-3,-8,3
2020-02-28,EE,-3,0,12,-3,-19,4
2020-02-28,EG,14,12,23,11,9,1
2020-02-28,ES,-1,-7,33,2,-11,0
2020-02-28,ES_AN,-13,-60,77,-9,-62,7
2020-02-28,ES_AR,7,6,35,7,3,-2
2020-02-28,ES_AS,2,3,24,10,4,-2
2020-02-28,ES_CB,2,2,38,3,-12,1
2020-02-28,ES_CE,8,-9,18,,6,-1
2020-02-28,ES_CL,3,5,39,13,3,-2
2020-02-28,ES_CM,8,6,40,11,2,-1
2020-02-28,ES_CN,-3,1,8,2,-8,2
2020-02-28,ES_CT,0,4,5,1,2,-1
2020-02-28,ES_EX,9,7,43,17,4,-2
2020-02-28,ES_GA,0,4,6,9,3,-1
2020-02-28,ES_IB,6,4,36,16,-10,0
2020-02-28,ES_MC,6,4,23,10,5,-1
2020-02-28,ES_MD,0,3,29,1,-12,0
2020-02-28,ES_ML,4,2,22,10,2,-2
2020-02-28,ES_NC,1,5,23,-29,-2,-1
2020-02-28,ES_PV,5,3,23,10,0,-2
2020-02-28,ES_RI,4,6,26,13,2,-2
2020-02-28,ES_VC,3,5,21,7,2,-1
2020-02-28,FI,4,1,37,-5,-14,2
2020-02-28,FJ,3,-3,-3,6,12,0
2020-02-28,FR,-1,1,15,0,-15,4
2020-02-28,FR_ARA,4,5,43,2,-19,4
2020-02-28,FR_BFC,0,2,29,1,-21,5
2020-02-28,FR_BRE,-7,3,0,-18,-24,7
2020-02-28,FR_COR,1,2,13,-9,-17,4
2020-02-28,FR_CVL,-4,0,1,-5,-24,6
2020-02-28,FR_GES,0,2,17,-9,-22,5
2020-02-28,FR_HDF,-6,-2,-13,-14,-24,6
2020-02-28,FR_IDF,-2,4,-5,3,3,1
2020-02-28,FR_NAQ,-4,0,12,-7,-20,5
2020-02-28,FR_NOR,-7,-3,-8,-14,-25,7
2020-02-28,FR_OCC,7,6,24,16,2,0
2020-02-28,FR_PAC,3,4,57,3,-20,3
2020-02-28,FR_PDL,-6,-1,-6,-17,-24,7
2020-02-28,GA,5,2,1,-1,6,0
2020-02-28,GB,1,1,-13,0,-1,1
2020-02-28,GE,6,13,6,5,12,-1
2020-02-28,GH,-2,-4,0,2,2,0
2020-02-28,GR,0,18,7,8,1,0
2020-02-28,GT,5,4,2,-3,5,-1
2020-02-28,GW,-2,8,-6,,3,
2020-02-28,HK,-23,-6,-13,-29,-19,16
2020-02-28,HN,-5,0,-14,-9,10,0
2020-02-28,HR,-3,0,1,-1,0,1
2020-02-28,HT,-4,-3,-7,-8,-3,4
2020-02-28,HU,0,6,-5,0,0,1
2020-02-28,ID,1,3,-5,3,5,1
2020-02-28,ID_AC,-1,-1,0,0,8,1
2020-02-28,ID_BA,-7,1,-10,-12,-25,7
2020-02-28,ID_BB,-2,1,-4,6,9,0
2020-02-28,ID_BE,5,6,1,0,7,0
2020-02-28,ID_BT,5,10,8,5,7,0
2020-02-28,ID_GO,0,1,35,-21,4,1
2020-02-28,ID_JA,3,1,1,11,8,0
2020-02-28,ID_JB,0,4,-4,3,5,1
2020-02-28,ID_JI,-2,2,-11,0,4,1
2020-02-28,ID_JK,9,12,7,8,6,0
2020-02-28,ID_JT,-2,0,-14,5,4,1
2020-02-28,ID_KB,-6,-6,-11,-10,7,2
2020-02-28,ID_KI,2,4,0,10,6,0
2020-02-28,ID_KR,1,3,1,-4,7,1
2020-02-28,ID_KS,12,17,18,23,1,-1
2020-02-28,ID_KT,-2,-1,-12,-1,2,0
2020-02-28,ID_KU,-1,-2,8,-4,3,0
2020-02-28,ID_LA,3,5,-3,0,7,0
2020-02-28,ID_MA,-3,-1,-8,-1,5,1
2020-02-28,ID_MU,-4,3,3,-13,5,1
2020-02-28,ID_NB,0,0,-10,4,5,2
2020-02-28,ID_NT,-8,-9,-11,12,5,2
2020-02-28,ID_PA,0,-9,-4,3,5,0
2020-02-28,ID_PB,2,-3,6,-1,7,0
2020-02-28,ID_RI,2,3,-1,-2,6,0
2020-02-28,ID_SA,8,11,-8,14,9,-2
2020-02-28,ID_SB,0,1,-2,-3,9,1
2020-02-28,ID_SG,2,-4,-5,3,4,0
2020-02-28,ID_SN,-2,3,-6,3,5,0
2020-02-28,ID_SR,3,-1,0,23,6,0
2020-02-28,ID_SS,4,6,10,5,8,0
2020-02-28,ID_ST,0,-3,-2,1,6,0
2020-02-28,ID_SU,-5,-3,-10,-2,6,1
2020-02-28,IE,3,5,0,4,1,0
2020-02-28,IL,7,5,81,11,4,-2
2020-02-28,IN,0,1,3,1,5,0
2020-02-28,IN_AN,-2,-21,-13,0,5,1
2020-02-28,IN_AP,0,-2,4,1,5,1
2020-02-28,IN_AR,-31,-19,-5,-19,-12,6
2020-02-28,IN_AS,2,5,1,2,16,-1
2020-02-28,IN_BR,5,9,10,6,3,-1
2020-02-28,IN_CH,-1,0,23,0,1,-1
2020-02-28,IN_CT,-1,0,7,4,7,0
2020-02-28,IN_DD,7,-4,-3,-11,1,0
2020-02-28,IN_DL,-4,-4,4,-4,0,1
2020-02-28,IN_DN,6,-25,-15,-10,4,1
2020-02-28,IN_GA,-5,-13,-11,-6,4,2
2020-02-28,IN_GJ,-3,-2,2,-2,3,1
2020-02-28,IN_HP,5,-1,7,8,10,-1
2020-02-28,IN_HR,3,-1,7,3,4,-1
2020-02-28,IN_JH,1,2,2,7,5,0
2020-02-28,IN_JK,137,128,197,211,119,-5
2020-02-28,IN_KA,3,1,3,2,6,0
2020-02-28,IN_KL,-6,-5,-10,-6,4,1
2020-02-28,IN_LD,,,19,,8,
2020-02-28,IN_MH,-3,-1,-1,-1,4,1
2020-02-28,IN_ML,22,-7,3,-7,17,-3
2020-02-28,IN_MN,5,2,3,9,6,-1
2020-02-28,IN_MP,1,-1,3,2,5,0
2020-02-28,IN_MZ,13,12,17,14,1,0
2020-02-28,IN_NL,-3,-10,1,1,20,0
2020-02-28,IN_OR,1,1,3,3,2,0
2020-02-28,IN_PB,0,-3,4,0,5,0
2020-02-28,IN_PY,0,-5,27,-1,8,2
2020-02-28,IN_RJ,0,1,7,3,4,-1
2020-02-28,IN_SK,14,15,13,15,16,0
2020-02-28,IN_TG,4,2,10,9,3,0
2020-02-28,IN_TN,2,1,2,1,7,1
2020-02-28,IN_TR,0,2,-1,-3,7,1
2020-02-28,IN_UP,1,3,7,5,2,-2
2020-02-28,IN_UT,3,1,1,8,7,-1
2020-02-28,IN_WB,-1,2,0,2,6,0
2020-02-28,IQ,7,14,10,10,13,1
2020-02-28,IT,-8,-2,11,-20,-12,5
2020-02-28,IT_21,-8,-3,24,-22,-17,7
2020-02-28,IT_23,21,18,36,9,-13,4
2020-02-28,IT_25,-16,-6,32,-37,-24,10
2020-02-28,IT_34,-10,-4,10,-28,-15,7
2020-02-28,IT_36,-7,-5,14,-21,-14,6
2020-02-28,IT_42,1,2,66,-11,-14,4
2020-02-28,IT_45,-11,-5,12,-28,-15,7
2020-02-28,IT_52,-2,-1,21,-8,0,1
2020-02-28,IT_55,-2,1,12,-1,1,0
2020-02-28,IT_57,-7,-3,5,-18,-11,6
2020-02-28,IT_62,-3,0,5,-7,1,1
2020-02-28,IT_65,-3,2,-3,-11,-1,2
2020-02-28,IT_67,0,1,-9,-4,0,1
2020-02-28,IT_72,-6,-1,-9,-16,-16,5
2020-02-28,IT_75,-9,-1,-18,-16,-3,3
2020-02-28,IT_77,-8,-2,-15,-10,-2,3
2020-02-28,IT_78,-10,-3,-13,-21,-5,4
2020-02-28,IT_82,-8,-2,-4,-19,-8,4
2020-02-28,IT_88,-3,1,4,-4,0,1
2020-02-28,IT_TN,-1,0,10,-12,-17,6
2020-02-28,JM,2,5,-2,1,-8,3
2020-02-28,JO,15,15,79,-4,1,-4
2020-02-28,JP,-2,14,-4,-10,1,2
2020-02-28,JP_01,-12,13,-21,-18,-2,4
2020-02-28,JP_02,1,9,-6,-13,2,1
2020-02-28,JP_03,1,8,-4,-15,2,2
2020-02-28,JP_04,0,13,0,-14,2,2
2020-02-28,JP_05,2,6,-3,-17,3,1
2020-02-28,JP_06,1,9,-7,-19,1,1
2020-02-28,JP_07,4,16,-2,-16,2,1
2020-02-28,JP_08,3,20,4,-12,2,2
2020-02-28,JP_09,1,18,0,-13,1,2
2020-02-28,JP_10,2,19,3,-12,1,2
2020-02-28,JP_11,3,22,-1,-10,-1,2
2020-02-28,JP_12,-1,18,3,-11,0,2
2020-02-28,JP_13,-9,15,-6,-12,-1,4
2020-02-28,JP_14,-3,18,3,-9,0,3
2020-02-28,JP_15,3,14,0,-13,1,1
2020-02-28,JP_16,1,15,2,-11,1,2
2020-02-28,JP_17,-4,12,-7,-19,0,3
2020-02-28,JP_18,1,17,3,-8,2,2
2020-02-28,JP_19,0,12,-3,-12,1,2
2020-02-28,JP_20,-1,15,-6,-14,1,2
2020-02-28,JP_21,-1,16,-6,-15,2,2
2020-02-28,JP_22,0,13,1,-13,1,1
2020-02-28,JP_23,-2,14,0,-13,1,2
2020-02-28,JP_24,1,12,-4,-14,2,1
2020-02-28,JP_25,0,13,-1,-11,1,2
2020-02-28,JP_26,-2,10,-2,-13,0,2
2020-02-28,JP_27,-3,11,-3,-9,1,2
2020-02-28,JP_28,0,13,-2,-9,1,2
2020-02-28,JP_29,2,15,-2,-5,2,1
2020-02-28,JP_30,-4,8,-2,-11,2,1
2020-02-28,JP_31,1,8,3,-12,2,1
2020-02-28,JP_32,0,9,2,-9,2,1
2020-02-28,JP_33,-2,10,2,-13,2,2
2020-02-28,JP_34,-2,12,-4,-14,2,2
2020-02-28,JP_35,0,13,-8,-11,2,2
2020-02-28,JP_36,-5,13,-3,-8,1,1
2020-02-28,JP_37,-1,9,9,-11,2,1
2020-02-28,JP_38,0,9,-5,-7,2,1
2020-02-28,JP_39,-2,8,4,-7,2,1
2020-02-28,JP_40,-3,10,-19,-16,1,2
2020-02-28,JP_41,1,11,-12,-13,2,2
2020-02-28,JP_42,-1,10,-17,-10,2,2
2020-02-28,JP_43,-4,11,-12,-15,0,3
2020-02-28,JP_44,2,15,-12,-12,2,2
2020-02-28,JP_45,6,17,-11,-12,2,1
2020-02-28,JP_46,3,16,-3,-10,2,1
2020-02-28,JP_47,-6,1,-6,-16,2,1
2020-02-28,KE,4,2,3,5,8,-1
2020-02-28,KG,4,7,0,4,14,-2
2020-02-28,KH,0,-2,0,-22,5,1
2020-02-28,KR,-37,-17,-38,-30,-12,13
2020-02-28,KW,-21,-7,-18,-13,0,6
2020-02-28,KZ,6,5,3,14,12,-2
2020-02-28,LA,4,5,2,-3,14,0
2020-02-28,LB,7,7,17,-2,3,-2
2020-02-28,LI,-10,-2,,1,-13,
2020-02-28,LK,5,9,5,7,7,1
2020-02-28,LT,-4,8,2,-2,2,1
2020-02-28,LU,1,14,17,4,-1,1
2020-02-28,LV,2,2,0,0,1,0
2020-02-28,LY,4,4,9,8,3,0
2020-02-28,MD,-2,-1,2,-4,5,0
2020-02-28,MK,-7,-2,-20,-6,18,1
2020-02-28,ML,5,-3,1,-2,5,1
2020-02-28,MM,3,4,-3,2,10,1
2020-02-28,MN,-39,-23,-32,-41,-23,14
2020-02-28,MT,7,7,14,4,3,0
2020-02-28,MU,2,-1,-16,0,16,0
2020-02-28,MX,3,6,3,6,12,-2
2020-02-28,MX_AGU,1,9,20,-7,10,-2
2020-02-28,MX_BCN,6,8,10,6,11,-3
2020-02-28,MX_BCS,7,8,2,4,14,-3
2020-02-28,MX_CAM,-2,5,-9,-8,12,0
2020-02-28,MX_CHH,4,8,10,7,12,-3
2020-02-28,MX_CHP,0,3,-4,1,14,-2
2020-02-28,MX_CMX,3,8,6,6,10,-2
2020-02-28,MX_COA,8,10,9,5,12,-2
2020-02-28,MX_COL,-1,5,4,-6,13,-3
2020-02-28,MX_DUR,2,8,7,2,15,-3
2020-02-28,MX_GRO,2,3,-1,0,12,-2
2020-02-28,MX_GUA,-3,5,-3,3,11,-2
2020-02-28,MX_HID,3,3,7,-3,17,-3
2020-02-28,MX_JAL,3,7,6,6,7,-2
2020-02-28,MX_MEX,7,6,6,9,13,-3
2020-02-28,MX_MIC,1,1,2,1,10,-2
2020-02-28,MX_MOR,2,5,6,9,14,-3
2020-02-28,MX_NAY,1,3,2,4,14,-2
2020-02-28,MX_NLE,7,14,12,13,11,-3
2020-02-28,MX_OAX,0,1,1,0,11,-1
2020-02-28,MX_PUE,1,5,-2,4,7,-1
2020-02-28,MX_QUE,3,10,1,11,9,-2
2020-02-28,MX_ROO,2,4,-4,-2,10,-1
2020-02-28,MX_SIN,-2,6,1,3,11,-1
2020-02-28,MX_SLP,4,5,4,5,12,-2
2020-02-28,MX_SON,3,6,5,9,11,-2
2020-02-28,MX_TAB,2,5,2,23,16,-2
2020-02-28,MX_TAM,9,11,9,2,13,-3
2020-02-28,MX_TLA,5,5,4,16,12,-2
2020-02-28,MX_VER,-2,5,-6,1,14,-1
2020-02-28,MX_YUC,-1,8,-4,3,12,-2
2020-02-28,MX_ZAC,-4,-2,3,6,16,-3
2020-02-28,MY,0,-1,-1,0,6,1
2020-02-28,MY_01,-2,-2,1,-4,2,2
2020-02-28,MY_02,-1,-1,0,3,2,0
2020-02-28,MY_03,4,3,-3,-2,5,-1
2020-02-28,MY_04,0,4,1,7,6,1
