key,date,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
US_NC_37099,2020-06-19,2,14,-7,,-31,5
US_NC_37101,2020-06-19,-5,4,48,15,-34,10
US_NC_37103,2020-06-19,,-6,,,-18,
US_NC_37105,2020-06-19,-8,-7,,,-29,9
US_NC_37107,2020-06-19,-11,1,,,-24,7
US_NC_37109,2020-06-19,-3,4,-50,,-27,5
US_NC_37111,2020-06-19,3,5,15,4,-19,6
US_NC_37113,2020-06-19,-5,16,40,,-20,6
US_NC_37115,2020-06-19,-62,-12,,,-33,
US_NC_37117,2020-06-19,-1,1,,,-23,
US_NC_37119,2020-06-19,-18,0,75,-46,-43,11
US_NC_37121,2020-06-19,-33,-10,,,-18,
US_NC_37123,2020-06-19,1,4,-8,6,-22,-1
US_NC_37125,2020-06-19,-12,12,-38,,-29,7
US_NC_37127,2020-06-19,-13,1,-39,18,-28,9
US_NC_37129,2020-06-19,-8,5,94,-49,-29,9
US_NC_37131,2020-06-19,-67,21,,,-26,
US_NC_37133,2020-06-19,-4,9,22,-38,-21,7
US_NC_37135,2020-06-19,-32,-14,37,-38,-47,15
US_NC_37137,2020-06-19,-23,9,,,-19,
US_NC_37139,2020-06-19,-5,2,,-26,-26,7
US_NC_37141,2020-06-19,24,20,,,-27,8
US_NC_37143,2020-06-19,-53,-2,,,-23,
US_NC_37145,2020-06-19,-10,4,,,-29,8
US_NC_37147,2020-06-19,-14,-3,3,-12,-28,9
US_NC_37149,2020-06-19,-48,-19,-37,,-26,
US_NC_37151,2020-06-19,-6,9,10,,-27,6
US_NC_37153,2020-06-19,13,8,,,-26,7
US_NC_37155,2020-06-19,-4,5,-16,6,-26,7
US_NC_37157,2020-06-19,-9,4,-13,-17,-26,7
US_NC_37159,2020-06-19,-9,5,38,-9,-27,6
US_NC_37161,2020-06-19,-3,3,94,,-24,4
US_NC_37163,2020-06-19,-5,3,,,-23,6
US_NC_37165,2020-06-19,1,8,,,-30,8
US_NC_37167,2020-06-19,-4,16,,,-27,6
US_NC_37169,2020-06-19,-4,8,-23,,-27,8
US_NC_37171,2020-06-19,-4,3,48,-7,-27,6
US_NC_37173,2020-06-19,37,0,133,,-29,
US_NC_37175,2020-06-19,5,16,-15,,-24,6
US_NC_37179,2020-06-19,-7,5,44,2,-37,8
US_NC_37181,2020-06-19,-9,-1,,,-32,9
US_NC_37183,2020-06-19,-25,-5,25,-55,-48,15
US_NC_37185,2020-06-19,-4,7,,,-18,
US_NC_37187,2020-06-19,-29,4,,,-12,
US_NC_37189,2020-06-19,-15,6,2,,-42,9
US_NC_37191,2020-06-19,-12,7,35,-16,-29,9
US_NC_37193,2020-06-19,-13,5,-56,,-25,7
US_NC_37195,2020-06-19,-8,8,-21,,-26,9
US_NC_37197,2020-06-19,-8,-1,,,-24,7
US_NC_37199,2020-06-19,-41,-5,,,-27,
US_ND,2020-06-19,-3,5,235,5,-24,3
US_ND_38003,2020-06-19,-34,,,,-23,
US_ND_38009,2020-06-03,-34,,,,-30,
US_ND_38015,2020-06-19,1,13,-2,5,-28,3
US_ND_38017,2020-06-19,-12,-4,5,12,-28,6
US_ND_38025,2020-06-19,-56,-17,-8,,-60,
US_ND_38035,2020-06-19,-21,8,-30,8,-27,5
US_ND_38053,2020-06-19,-18,-21,,-42,-32,
US_ND_38055,2020-06-19,-63,,,,-21,
US_ND_38057,2020-06-19,,6,,,-21,
US_ND_38059,2020-06-19,14,6,,11,-26,2
US_ND_38061,2020-06-19,-67,-25,,,-33,
US_ND_38067,2020-06-19,,,,,-16,
US_ND_38071,2020-06-19,-42,-16,,,-24,
US_ND_38073,2020-06-19,,,,,-19,
US_ND_38077,2020-06-19,6,2,,,-24,
US_ND_38079,2020-06-19,-33,,,,-24,
US_ND_38081,2020-05-25,,,,,-67,
US_ND_38089,2020-06-19,0,3,,,-24,4
US_ND_38093,2020-06-19,5,-16,,,-23,
US_ND_38097,2020-06-19,,,,,-28,
US_ND_38099,2020-06-19,-33,,,,-19,
US_ND_38101,2020-06-19,12,10,,-1,-19,4
US_ND_38105,2020-06-19,-9,4,,-20,-27,6
US_NE,2020-06-19,-4,10,159,8,-30,7
US_NE_31001,2020-06-19,-4,1,,,-24,5
US_NE_31003,2020-05-06,,,,,-30,
US_NE_31013,2020-06-19,-28,-2,,,-25,
US_NE_31019,2020-06-19,-1,17,,28,-24,5
US_NE_31021,2020-06-19,-58,,,,-15,
US_NE_31023,2020-06-19,-55,,,,-25,
US_NE_31025,2020-06-19,-20,,-63,,-29,9
US_NE_31027,2020-06-19,,,,,-23,
US_NE_31031,2020-06-09,-68,,,,-34,
US_NE_31033,2020-06-19,-29,-20,,60,-24,
US_NE_31035,2020-06-19,,,,,-24,
US_NE_31037,2020-06-19,-65,-8,,,-19,
US_NE_31039,2020-06-19,-37,,,,-25,
US_NE_31041,2020-06-19,-49,-11,,,-19,
US_NE_31043,2020-06-19,-3,49,,,-21,1
US_NE_31045,2020-06-19,-38,,,,-33,
US_NE_31047,2020-06-19,3,0,,,-17,-2
US_NE_31049,2020-06-19,,,,74,,
US_NE_31051,2020-06-19,,,,,-17,
US_NE_31053,2020-06-19,7,27,,0,-20,5
US_NE_31055,2020-06-19,-10,10,89,-15,-36,10
US_NE_31059,2020-06-19,,,,,-24,
US_NE_31065,2020-04-29,,,,,-36,
US_NE_31067,2020-06-19,26,9,,,-17,1
US_NE_31079,2020-06-19,-3,6,,33,-20,4
US_NE_31081,2020-06-19,-58,,,38,-20,
US_NE_31089,2020-06-19,-25,-4,,,-12,
US_NE_31093,2020-06-19,,,,,-23,
US_NE_31095,2020-06-19,-25,,,,-24,
US_NE_31097,2020-04-27,,,,,-30,
US_NE_31099,2020-06-19,,,,,-20,
US_NE_31101,2020-06-19,-36,-22,,49,-12,
US_NE_31105,2020-06-05,,,,,-35,
US_NE_31107,2020-06-19,,,,,-29,
US_NE_31109,2020-06-19,-9,7,159,-24,-36,10
US_NE_31111,2020-06-19,3,18,,39,-18,4
US_NE_31119,2020-06-19,-4,-1,,,-21,3
US_NE_31121,2020-06-19,-30,,,,-20,
US_NE_31123,2020-06-18,,,,,-25,
US_NE_31127,2020-06-19,-58,,,,-17,
US_NE_31131,2020-06-19,-21,51,,-17,-24,
US_NE_31137,2020-06-19,-29,16,,,-27,
US_NE_31139,2020-06-19,,,,,-31,
US_NE_31141,2020-06-19,1,9,,23,-24,5
US_NE_31143,2020-06-19,,,,,-16,
US_NE_31145,2020-06-19,-24,,,,-25,
US_NE_31147,2020-06-19,-36,-2,,,-6,
US_NE_31151,2020-06-19,-23,14,,,-24,
US_NE_31153,2020-06-19,-1,5,163,31,-37,10
US_NE_31155,2020-06-19,-35,20,,,-29,
US_NE_31157,2020-06-19,12,7,,,-26,4
US_NE_31159,2020-06-19,-33,,,,-26,
US_NE_31167,2020-06-19,,,,,-19,
US_NE_31169,2020-06-18,,,,,-18,
US_NE_31173,2020-06-19,,,,,-30,
US_NE_31177,2020-06-19,-25,-9,,,-26,
US_NE_31179,2020-06-19,-39,,,,-25,
US_NE_31185,2020-06-19,8,,,29,-21,
US_NH,2020-06-19,-4,9,252,-17,-35,9
US_NH_33001,2020-06-19,25,23,5,,-27,8
US_NH_33003,2020-06-19,24,34,250,,-23,6
US_NH_33005,2020-06-19,1,2,-22,,-32,8
US_NH_33007,2020-06-19,3,27,45,,-28,4
US_NH_33009,2020-06-19,-5,17,116,-6,-33,9
US_NH_33011,2020-06-19,-13,-1,166,-40,-38,11
US_NH_33013,2020-06-19,-11,3,104,-11,-36,10
US_NH_33015,2020-06-19,2,20,339,-36,-37,11
US_NH_33017,2020-06-19,-5,-1,24,-38,-35,10
US_NH_33019,2020-06-19,1,20,,,-27,8
US_NJ,2020-06-19,-29,1,121,-43,-43,15
US_NJ_34001,2020-06-19,-30,11,172,-31,-42,11
US_NJ_34003,2020-06-19,-34,2,123,-33,-48,18
US_NJ_34005,2020-06-19,-34,2,100,-21,-44,16
US_NJ_34007,2020-06-19,-27,-2,54,-38,-40,13
US_NJ_34009,2020-06-19,113,86,112,14,-18,5
US_NJ_34011,2020-06-19,-18,-4,29,1,-29,7
US_NJ_34013,2020-06-19,-36,-6,85,-63,-42,15
US_NJ_34015,2020-06-19,-26,3,93,-8,-40,12
US_NJ_34017,2020-06-19,-25,2,70,-52,-50,18
US_NJ_34019,2020-06-19,-29,8,21,2,-48,17
US_NJ_34021,2020-06-19,-38,-2,29,-47,-44,15
US_NJ_34023,2020-06-19,-36,-2,125,-34,-46,18
US_NJ_34025,2020-06-19,-26,12,287,-16,-41,14
US_NJ_34027,2020-06-19,-34,2,80,-36,-48,18
US_NJ_34029,2020-06-19,-15,14,151,-6,-34,10
US_NJ_34031,2020-06-19,-29,-1,127,-20,-38,15
US_NJ_34033,2020-06-19,-23,6,30,1,-29,9
US_NJ_34035,2020-06-19,-40,-3,98,-46,-49,19
US_NJ_34037,2020-06-19,-16,7,155,7,-40,15
US_NJ_34039,2020-06-19,-28,-3,82,-39,-40,16
US_NJ_34041,2020-06-19,-17,-1,43,9,-38,14
US_NM,2020-06-19,-12,11,40,-9,-33,8
US_NM_35001,2020-06-19,-15,7,39,-23,-36,10
US_NM_35005,2020-06-19,-4,3,-13,-42,-25,5
US_NM_35006,2020-06-19,-10,29,,-2,-27,
US_NM_35007,2020-06-19,-64,-29,,45,-16,
US_NM_35009,2020-06-19,-5,2,2,-7,-27,5
US_NM_35013,2020-06-19,-16,4,-16,-7,-33,10
US_NM_35015,2020-06-19,-24,-9,17,-43,-27,8
US_NM_35017,2020-06-19,-11,7,,,-21,2
US_NM_35019,2020-06-19,-44,-9,,21,-52,
US_NM_35023,2020-06-19,-54,,,-20,,
US_NM_35025,2020-06-19,-25,-12,-14,-42,-29,8
US_NM_35027,2020-06-19,17,45,-21,,-21,
US_NM_35028,2020-06-19,-32,-34,,,-43,
US_NM_35029,2020-06-19,-15,8,-32,-3,-30,
US_NM_35031,2020-06-19,-13,19,,0,-31,13
US_NM_35035,2020-06-19,-4,14,51,,-28,8
US_NM_35037,2020-06-19,-15,1,,7,-23,
US_NM_35039,2020-06-19,12,34,,,-33,8
US_NM_35041,2020-06-19,-8,-17,,,-26,
US_NM_35043,2020-06-19,-4,12,46,-29,-43,11
US_NM_35045,2020-06-19,-3,33,107,-1,-36,8
US_NM_35047,2020-06-19,-1,27,,25,-27,-1
US_NM_35049,2020-06-19,-18,15,41,-2,-33,10
US_NM_35051,2020-06-19,-39,4,,,-25,
US_NM_35053,2020-06-19,-23,-7,,,-33,
US_NM_35055,2020-06-19,-3,34,31,,-24,1
US_NM_35057,2020-06-19,-24,9,,21,-28,
US_NM_35059,2020-05-24,,,,35,,
US_NM_35061,2020-06-19,-4,24,15,3,-32,9
US_NV,2020-06-19,-17,-2,-7,-35,-38,9
US_NV_32001,2020-06-19,6,15,,,-25,4
US_NV_32003,2020-06-19,-20,-5,-22,-40,-40,11
US_NV_32005,2020-06-19,-8,13,69,,-30,6
US_NV_32007,2020-06-19,1,45,7,49,-24,3
US_NV_32013,2020-06-19,8,2,,31,-27,
US_NV_32015,2020-06-18,-57,-14,,,-32,
US_NV_32019,2020-06-19,8,16,,8,-28,5
US_NV_32021,2020-06-05,,,,8,-61,
US_NV_32023,2020-06-19,1,-11,-42,-5,-26,5
US_NV_32027,2020-06-17,,,,56,-22,
US_NV_32029,2020-06-18,-67,,,,-31,
US_NV_32031,2020-06-19,-10,11,64,-36,-33,8
US_NV_32033,2020-06-19,-57,-13,,39,-15,
US_NV_32510,2020-06-19,-4,5,43,,-30,6
US_NY,2020-06-19,-33,0,61,-48,-44,13
US_NY_36001,2020-06-19,-34,-2,71,-30,-48,14
US_NY_36003,2020-06-19,-13,8,,,-36,6
US_NY_36005,2020-06-19,-29,-3,19,-36,-43,15
US_NY_36007,2020-06-19,-16,1,168,-17,-35,9
US_NY_36009,2020-06-19,-12,13,16,,-34,6
US_NY_36011,2020-06-19,-3,17,,45,-30,8
US_NY_36013,2020-06-19,-6,16,-22,,-31,7
US_NY_36015,2020-06-19,-23,7,,-48,-30,8
US_NY_36017,2020-06-19,-15,13,,,-29,8
US_NY_36019,2020-06-19,-19,-2,,-25,-30,7
US_NY_36021,2020-06-19,-22,26,,0,-30,10
US_NY_36023,2020-06-19,-23,13,,-17,-33,9
US_NY_36025,2020-06-19,-5,14,,,-29,6
US_NY_36027,2020-06-19,-31,6,122,-31,-38,13
US_NY_36029,2020-06-19,-24,5,122,-20,-41,11
US_NY_36031,2020-06-19,-1,24,104,,-31,3
US_NY_36033,2020-06-19,-7,15,,,-32,7
US_NY_36035,2020-06-19,0,-2,,,-27,5
US_NY_36037,2020-06-19,-13,12,,-21,-32,8
US_NY_36039,2020-06-19,6,14,12,,-29,8
US_NY_36043,2020-06-19,4,16,,0,-29,5
US_NY_36045,2020-06-19,-5,16,-27,,-24,5
US_NY_36047,2020-06-19,-37,-2,111,-43,-50,17
US_NY_36049,2020-06-19,-1,-9,,,-26,
US_NY_36051,2020-06-19,-13,13,,-2,-35,9
US_NY_36053,2020-06-19,-12,14,,-8,-33,8
US_NY_36055,2020-06-19,-27,1,153,-20,-40,11
US_NY_36057,2020-06-19,-14,19,,-9,-29,6
US_NY_36059,2020-06-19,-29,5,178,-45,-44,16
US_NY_36061,2020-06-19,-73,-31,-29,-65,-63,21
US_NY_36063,2020-06-19,-20,16,143,-18,-36,9
US_NY_36065,2020-06-19,-20,12,96,3,-35,7
US_NY_36067,2020-06-19,-24,5,174,-37,-40,11
US_NY_36069,2020-06-19,-15,13,69,1,-35,9
US_NY_36071,2020-06-19,-22,9,176,-15,-35,12
US_NY_36073,2020-06-19,-4,23,,,-29,7
US_NY_36075,2020-06-19,7,20,-7,-10,-33,6
US_NY_36077,2020-06-19,-11,11,,,-35,7
US_NY_36079,2020-06-19,-34,18,-56,-24,-41,14
US_NY_36081,2020-06-19,-38,1,123,-54,-49,19
US_NY_36083,2020-06-19,-14,0,65,-25,-44,12
US_NY_36085,2020-06-19,-37,2,34,-45,-46,16
US_NY_36087,2020-06-19,-28,2,202,-12,-36,13
US_NY_36089,2020-06-19,-18,13,23,,-35,7
US_NY_36091,2020-06-19,-22,8,212,-1,-40,11
US_NY_36093,2020-06-19,-14,9,-3,-23,-40,11
US_NY_36095,2020-06-19,-2,-4,,,-30,3
US_NY_36097,2020-06-19,-27,4,,,-23,
US_NY_36099,2020-06-19,0,2,,-62,-30,7
US_NY_36101,2020-06-19,-18,16,-19,10,-32,8
US_NY_36103,2020-06-19,-22,8,246,-39,-36,12
US_NY_36105,2020-06-19,6,50,,,-29,9
US_NY_36107,2020-06-19,-7,12,,,-32,9
US_NY_36109,2020-06-19,-36,2,16,-75,-44,16
US_NY_36111,2020-06-19,-18,10,282,-17,-34,11
US_NY_36113,2020-06-19,1,24,84,-41,-30,7
US_NY_36115,2020-06-19,-6,13,,,-27,7
US_NY_36117,2020-06-19,-7,15,,,-33,7
US_NY_36119,2020-06-19,-28,2,92,-39,-45,15
US_NY_36121,2020-06-19,11,-2,,,-31,7
US_NY_36123,2020-06-19,-17,39,,,-24,
US_OH,2020-06-19,-8,5,222,2,-33,6
US_OH_39001,2020-06-19,-16,32,,,-24,-2
US_OH_39003,2020-06-19,-6,15,15,9,-26,5
US_OH_39005,2020-06-19,6,17,,,-27,5
US_OH_39007,2020-06-19,21,26,17,14,-22,4
US_OH_39009,2020-06-19,-16,-2,,0,-40,7
US_OH_39011,2020-06-19,4,7,,5,-25,3
US_OH_39013,2020-06-19,-6,6,,13,-22,6
US_OH_39015,2020-06-19,11,10,,,-26,4
US_OH_39017,2020-06-19,-8,7,168,-20,-34,8
US_OH_39019,2020-06-19,-37,7,,,-23,0
US_OH_39021,2020-06-19,1,14,,,-24,4
US_OH_39023,2020-06-19,0,6,-20,16,-28,5
US_OH_39025,2020-06-19,-3,7,203,,-36,8
US_OH_39027,2020-06-19,-11,17,,73,-26,6
US_OH_39029,2020-06-19,28,16,,,-28,6
US_OH_39031,2020-06-19,-2,12,,,-24,3
US_OH_39033,2020-06-19,4,7,,,-22,4
US_OH_39035,2020-06-19,-14,3,139,-15,-37,9
US_OH_39037,2020-06-19,-2,11,,,-22,3
US_OH_39039,2020-06-19,2,7,,,-23,4
US_OH_39041,2020-06-19,-2,11,109,40,-51,14
US_OH_39043,2020-06-19,15,18,12,30,-23,4
US_OH_39045,2020-06-19,-4,10,122,,-35,7
US_OH_39047,2020-06-19,8,10,,33,-21,6
US_OH_39049,2020-06-19,-14,-2,117,-30,-41,11
US_OH_39051,2020-06-19,-2,8,,-6,-24,4
US_OH_39053,2020-06-19,0,10,,19,-23,
US_OH_39055,2020-06-19,1,9,-5,,-34,8
US_OH_39057,2020-06-19,-12,4,177,,-40,8
US_OH_39059,2020-06-19,5,4,,19,-22,2
US_OH_39061,2020-06-19,-13,2,164,-18,-39,9
US_OH_39063,2020-06-19,-6,5,,24,-30,5
US_OH_39065,2020-06-19,-5,3,,,-22,4
US_OH_39067,2020-06-19,-2,5,,,-20,
US_OH_39069,2020-06-19,0,5,,6,-21,4
US_OH_39071,2020-06-19,3,6,,,-26,3
US_OH_39073,2020-06-19,29,-11,-19,,-21,-3
US_OH_39075,2020-06-19,28,-13,,,-21,-1
US_OH_39077,2020-06-19,-7,17,,,-24,1
US_OH_39079,2020-06-19,1,-7,,-28,-25,-1
US_OH_39081,2020-06-19,-1,8,,-8,-26,5
US_OH_39083,2020-06-19,-1,6,,,-29,5
US_OH_39085,2020-06-19,-5,15,261,10,-30,8
US_OH_39087,2020-06-19,0,9,,,-23,5
US_OH_39089,2020-06-19,0,9,116,7,-31,7
US_OH_39091,2020-06-19,12,40,,,-22,4
US_OH_39093,2020-06-19,-1,9,217,21,-31,7
US_OH_39095,2020-06-19,-11,2,220,30,-30,6
US_OH_39097,2020-06-19,-8,22,,-14,-27,5
US_OH_39099,2020-06-19,-2,11,-4,9,-28,5
US_OH_39101,2020-06-19,-4,5,,,-25,4
US_OH_39103,2020-06-19,-1,13,-27,11,-35,9
US_OH_39105,2020-06-19,-29,,,,-27,
US_OH_39107,2020-06-19,4,17,,,-28,2
US_OH_39109,2020-06-19,0,7,-5,,-28,6
US_OH_39111,2020-06-19,-57,-6,,,-24,
US_OH_39113,2020-06-19,-9,3,100,-6,-32,7
US_OH_39115,2020-06-19,-22,20,,,-23,
US_OH_39117,2020-06-19,-45,-6,,13,-28,4
US_OH_39119,2020-06-19,0,5,,5,-26,4
US_OH_39121,2020-06-19,-53,9,,1,-26,
US_OH_39123,2020-06-19,143,16,,,-17,2
US_OH_39125,2020-06-19,11,13,,,-21,
US_OH_39127,2020-06-19,-5,5,,,-21,5
US_OH_39129,2020-06-19,12,13,,12,-28,5
US_OH_39131,2020-06-19,-4,12,,,-26,
US_OH_39133,2020-06-19,-3,10,14,10,-33,8
US_OH_39135,2020-06-19,2,19,,34,-30,5
US_OH_39137,2020-06-19,-5,12,,,-27,5
US_OH_39139,2020-06-19,-1,10,,30,-26,4
US_OH_39141,2020-06-19,0,12,-28,18,-25,3
US_OH_39143,2020-06-19,4,0,,26,-24,4
US_OH_39145,2020-06-19,-6,6,,,-19,3
US_OH_39147,2020-06-19,-11,3,,,-26,4
US_OH_39149,2020-06-19,-2,7,,5,-27,4
US_OH_39151,2020-06-19,-7,9,196,-12,-29,6
US_OH_39153,2020-06-19,-8,4,115,-6,-35,9
US_OH_39155,2020-06-19,-3,8,123,4,-26,5
US_OH_39157,2020-06-19,-1,8,,,-25,4
US_OH_39159,2020-06-19,5,11,,,-39,12
US_OH_39161,2020-06-19,-2,9,,,-23,3
US_OH_39163,2020-06-19,-56,9,,,-22,
US_OH_39165,2020-06-19,-6,12,140,13,-40,10
US_OH_39167,2020-06-19,6,-2,,,-25,4
US_OH_39169,2020-06-19,-7,11,,-22,-31,5
US_OH_39171,2020-06-19,2,10,,45,-21,4
US_OH_39173,2020-06-19,-9,12,-19,14,-34,7
US_OH_39175,2020-06-19,-4,6,,21,-22,6
US_OK,2020-06-19,-6,1,53,1,-30,7
US_OK_40001,2020-06-19,-22,8,,,-30,
US_OK_40005,2020-06-19,-31,-24,,21,-24,
US_OK_40009,2020-06-19,-1,-8,,15,-24,
US_OK_40011,2020-06-19,-30,-4,,,-25,
US_OK_40013,2020-06-19,-6,9,,11,-24,4
US_OK_40015,2020-06-19,-12,7,,8,-27,
US_OK_40017,2020-06-19,-7,2,38,-6,-36,10
US_OK_40019,2020-06-19,6,26,,23,-22,4
US_OK_40021,2020-06-19,19,20,-38,,-31,4
US_OK_40023,2020-06-19,-25,-5,,,-17,
US_OK_40027,2020-06-19,-16,-3,-25,,-33,10
US_OK_40029,2020-06-18,,,,,-26,
US_OK_40031,2020-06-19,-14,-8,13,-6,-31,9
US_OK_40033,2020-06-19,,-23,,-12,-23,
US_OK_40035,2020-06-19,-18,-25,,38,-18,
US_OK_40037,2020-06-19,8,11,-31,,-31,7
US_OK_40039,2020-06-19,-2,3,,1,-25,
US_OK_40041,2020-06-19,29,43,,-14,-21,2
US_OK_40047,2020-06-19,3,10,-3,9,-22,7
US_OK_40049,2020-06-19,-1,2,-11,5,-25,-4
US_OK_40051,2020-06-19,-9,13,,,-28,8
US_OK_40055,2020-06-17,,,,,-20,
US_OK_40061,2020-06-19,-20,-12,,,-20,
US_OK_40063,2020-06-19,-6,8,,,-27,
US_OK_40065,2020-06-19,-11,-2,,,-18,5
US_OK_40067,2020-06-18,,-4,,,-19,
US_OK_40069,2020-06-19,-58,9,,,-23,
US_OK_40071,2020-06-19,3,22,,13,-21,7
US_OK_40073,2020-06-19,-24,,,,-35,
US_OK_40075,2020-06-19,-15,-2,,,-22,
US_OK_40077,2020-06-19,-26,-11,,,-18,
US_OK_40079,2020-06-19,9,24,-44,,-24,3
US_OK_40081,2020-06-19,-8,-5,,,-26,8
US_OK_40083,2020-06-19,-14,-8,,23,-28,9
US_OK_40085,2020-06-19,-50,-13,,,-23,
US_OK_40087,2020-06-19,2,-7,,8,-32,9
US_OK_40089,2020-06-19,21,22,51,-1,-24,3
US_OK_40091,2020-06-19,14,24,,42,-18,
US_OK_40093,2020-06-19,,,,,-17,
US_OK_40095,2020-06-19,-29,7,,,-24,
US_OK_40097,2020-06-19,14,12,,13,-25,5
US_OK_40099,2020-06-19,-31,0,-30,,-25,
US_OK_40101,2020-06-19,10,16,36,23,-24,4
US_OK_40103,2020-06-19,-40,-7,,-62,-30,
US_OK_40105,2020-06-19,-51,-2,,-10,-29,
US_OK_40107,2020-06-19,-41,-4,,31,-28,
US_OK_40109,2020-06-19,-16,-5,-6,-20,-32,10
US_OK_40111,2020-06-19,6,2,,-5,-24,4
US_OK_40113,2020-06-19,1,1,-38,,-32,7
US_OK_40115,2020-06-19,1,17,,-31,-27,4
US_OK_40117,2020-06-19,-32,-11,,,-35,
US_OK_40119,2020-06-19,-19,-8,-7,-22,-35,12
US_OK_40121,2020-06-19,-4,11,-38,-6,-24,3
US_OK_40123,2020-06-19,-2,7,,,-28,6
US_OK_40125,2020-06-19,-3,-6,-35,,-24,9
US_OK_40127,2020-06-19,-37,4,,,-7,
US_OK_40131,2020-06-19,3,10,27,,-33,7
US_OK_40133,2020-06-19,0,13,,8,-22,
US_OK_40135,2020-06-19,19,42,,3,-28,4
US_OK_40137,2020-06-19,-8,0,,,-28,7
US_OK_40139,2020-06-19,-7,-12,,4,-28,
US_OK_40141,2020-06-19,-14,0,,,-29,
US_OK_40143,2020-06-19,-4,5,70,-5,-35,7
US_OK_40145,2020-06-19,12,13,,,-32,6
US_OK_40147,2020-06-19,-7,-4,,,-29,8
US_OK_40149,2020-06-19,,-17,,,-31,
US_OK_40151,2020-06-19,-19,,-21,,-29,
US_OK_40153,2020-06-19,11,-11,,,-20,
US_OR,2020-06-19,-15,4,115,-21,-37,7
US_OR_41001,2020-06-19,13,-10,,50,-12,
US_OR_41003,2020-06-19,-23,-8,56,-22,-47,12
US_OR_41005,2020-06-19,-13,2,107,-8,-38,9
US_OR_41007,2020-06-19,37,39,122,-36,-25,3
US_OR_41009,2020-06-19,-1,7,53,,-30,7
US_OR_41011,2020-06-19,5,11,115,-33,-25,3
US_OR_41013,2020-06-19,21,-15,,,-31,-1
US_OR_41015,2020-06-19,31,31,130,,-16,
US_OR_41017,2020-06-19,0,10,217,-33,-31,3
US_OR_41019,2020-06-19,8,12,125,23,-20,2
US_OR_41023,2020-06-18,-70,-19,,,-12,
US_OR_41025,2020-06-19,-41,-6,,,-18,
US_OR_41027,2020-06-19,6,6,224,,-34,
US_OR_41029,2020-06-19,-10,4,110,-17,-28,4
US_OR_41031,2020-06-19,24,-6,,18,-27,0
US_OR_41033,2020-06-19,6,23,124,6,-18,3
US_OR_41035,2020-06-19,2,13,69,49,-27,2
US_OR_41037,2020-06-19,-38,,,,-10,
US_OR_41039,2020-06-19,-15,3,129,-32,-36,7
US_OR_41041,2020-06-19,25,25,123,,-27,7
US_OR_41043,2020-06-19,-3,12,132,25,-34,6
US_OR_41045,2020-06-19,-2,18,,37,-24,3
US_OR_41047,2020-06-19,-13,2,121,-4,-34,6
US_OR_41049,2020-06-19,-41,,,31,-10,
US_OR_41051,2020-06-19,-36,-4,65,-44,-48,11
US_OR_41053,2020-06-19,-12,7,15,,-38,7
US_OR_41055,2020-06-19,,,,32,,
US_OR_41057,2020-06-19,37,24,129,,-18,-1
US_OR_41059,2020-06-19,3,19,92,23,-26,2
US_OR_41061,2020-06-19,-13,19,,43,-31,3
US_OR_41063,2020-06-18,-68,-14,,,-11,
US_OR_41065,2020-06-19,7,26,47,,-25,4
US_OR_41067,2020-06-19,-19,-3,70,-38,-48,13
US_OR_41071,2020-06-19,-5,1,49,10,-32,6
US_PA,2020-06-19,-18,-2,85,-31,-38,10
US_PA_42001,2020-06-19,-2,10,54,-44,-31,9
US_PA_42003,2020-06-19,-21,-5,29,-43,-44,13
US_PA_42005,2020-06-19,-2,-7,,,-26,6
US_PA_42007,2020-06-19,-9,1,27,-8,-38,9
US_PA_42009,2020-06-19,17,21,,24,-21,7
US_PA_42011,2020-06-19,-18,0,93,-7,-36,11
US_PA_42013,2020-06-19,-3,-1,-17,-22,-29,8
US_PA_42015,2020-06-19,3,14,,,-24,6
US_PA_42017,2020-06-19,-20,-2,146,-46,-41,14
US_PA_42019,2020-06-19,-12,-8,7,6,-36,9
US_PA_42021,2020-06-19,-9,-1,,,-30,7
US_PA_42025,2020-06-19,2,7,-7,,-29,8
US_PA_42027,2020-06-19,-31,-4,-5,-21,-48,15
US_PA_42029,2020-06-19,-29,-8,33,-33,-46,16
US_PA_42031,2020-06-19,2,13,,,-28,5
US_PA_42033,2020-06-19,2,13,-34,30,-26,5
US_PA_42035,2020-06-19,-1,4,,-7,-27,6
US_PA_42037,2020-06-19,-11,-4,,26,-31,8
US_PA_42039,2020-06-19,12,16,,,-28,5
US_PA_42041,2020-06-19,-11,-2,143,8,-41,13
US_PA_42043,2020-06-19,-20,-7,20,-14,-41,13
US_PA_42045,2020-06-19,-20,-2,86,-40,-44,14
US_PA_42047,2020-06-19,-9,-4,,,-27,4
US_PA_42049,2020-06-19,-16,18,297,-7,-32,8
US_PA_42051,2020-06-19,0,4,-12,,-28,5
US_PA_42055,2020-06-19,-11,3,16,-2,-30,7
US_PA_42057,2020-06-19,-12,-27,,-7,-29,
US_PA_42059,2020-06-19,-10,3,,,-26,3
US_PA_42061,2020-06-19,1,9,,,-29,6
US_PA_42063,2020-06-19,-6,-1,,,-27,8
US_PA_42065,2020-06-19,9,6,,20,-26,6
US_PA_42067,2020-06-19,-48,-34,,,-28,
US_PA_42069,2020-06-19,-19,2,140,-1,-31,9
